,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence,plot_type
202,25.0,5.824392857142858,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
203,26.0,5.604085714285714,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
204,27.0,5.3310785714285736,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
205,28.0,5.018721428571427,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
206,29.0,4.648271428571424,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
207,30.0,4.31318571428571,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
208,31.0,4.077292857142854,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
209,32.0,3.838814285714284,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
210,33.0,3.541357142857143,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
211,34.0,3.172064285714285,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
212,35.0,2.7854571428571426,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
213,36.0,2.4592214285714307,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
214,37.0,2.2025500000000022,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
215,38.0,2.0104357142857157,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
216,39.0,1.8468357142857152,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
217,40.0,1.6825285714285707,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
218,41.0,1.5439428571428562,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
219,42.0,1.4173928571428576,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
220,43.0,1.271828571428571,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
221,44.0,1.1431499999999974,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
222,45.0,1.0595571428571406,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
223,46.0,0.9904142857142862,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
224,47.0,0.9119642857142867,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
225,48.0,0.8210857142857151,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
226,49.0,0.7220357142857158,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
227,50.0,0.6226857142857125,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
228,51.0,0.5438000000000004,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
229,52.0,0.494414285714287,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
230,53.0,0.4553214285714253,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
231,54.0,0.4182357142857142,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
232,55.0,0.3797500000000013,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
233,56.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
234,57.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
235,58.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, politica D1
(senza mascherine)"
236,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
237,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
238,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
239,3.0,1.2974499999999978,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
240,4.0,1.7374785714285719,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
241,5.0,2.5848928571428593,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
242,6.0,3.764828571428568,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
243,7.0,5.204985714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
244,8.0,6.843828571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
245,9.0,8.299457142857136,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
246,10.0,9.339964285714284,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
247,11.0,10.333092857142859,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
248,12.0,11.373742857142853,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
249,13.0,12.228871428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
250,14.0,12.79028571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
251,15.0,13.02448571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
252,16.0,13.075878571428575,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
253,17.0,13.089185714285716,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
254,18.0,12.900957142857138,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
255,19.0,12.417992857142858,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
256,20.0,11.714164285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
257,21.0,10.818800000000001,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
258,22.0,9.78342142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
259,23.0,8.851264285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
260,24.0,8.183214285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
261,25.0,7.508000000000001,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
262,26.0,6.673057142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
263,27.0,5.797457142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
264,28.0,4.969078571428572,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
265,29.0,4.223735714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
266,30.0,3.633571428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
267,31.0,3.2180214285714284,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
268,32.0,2.833385714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
269,33.0,2.419828571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
270,34.0,2.045071428571426,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
271,35.0,1.735464285714282,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
272,36.0,1.4646428571428567,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
273,37.0,1.238914285714287,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
274,38.0,1.0776000000000017,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
275,39.0,0.950342857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
276,40.0,0.8351071428571422,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
277,41.0,0.7306071428571446,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
278,42.0,0.6316928571428602,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
279,43.0,0.5399357142857164,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
280,44.0,0.4656428571428554,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
281,45.0,0.41139285714285323,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
282,46.0,0.3654428571428565,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
283,47.0,0.31877857142857075,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
284,48.0,0.2785571428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
285,49.0,0.24247857142857343,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
286,50.0,0.2068285714285715,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
287,51.0,0.18176428571428815,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
288,52.0,0.16658571428571836,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
289,53.0,0.15299999999999972,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
290,54.0,0.13726428571428478,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
291,55.0,0.11866428571428447,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
292,56.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
293,57.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
294,58.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
295,0.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
296,1.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
297,2.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
298,3.0,1.235907142857144,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
299,4.0,1.6411357142857081,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
300,5.0,2.4159785714285698,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
301,6.0,3.512599999999996,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
302,7.0,4.887478571428569,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
303,8.0,6.454335714285718,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
304,9.0,7.849842857142856,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
305,10.0,8.842821428571431,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
306,11.0,9.825078571428577,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
307,12.0,10.91454285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
308,13.0,11.837378571428571,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
309,14.0,12.441449999999998,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
310,15.0,12.68837857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
311,16.0,12.76424285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
312,17.0,12.815914285714284,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
313,18.0,12.613071428571423,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
314,19.0,12.03978571428571,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
315,20.0,11.252957142857142,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
316,21.0,10.32095,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
317,22.0,9.289149999999996,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
318,23.0,8.369592857142852,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
319,24.0,7.714428571428568,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
320,25.0,7.069292857142855,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
321,26.0,6.302035714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
322,27.0,5.4958357142857155,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
323,28.0,4.715992857142859,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
324,29.0,3.997428571428573,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
325,30.0,3.4051142857142866,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
326,31.0,2.984557142857144,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
327,32.0,2.619535714285718,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
328,33.0,2.242207142857144,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
329,34.0,1.8989571428571423,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
330,35.0,1.6030857142857156,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
331,36.0,1.345428571428572,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
332,37.0,1.1434500000000014,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine)"
